         96116814 function calls (96095838 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.004    0.001 sb_scale_function.py:13(__init__)
      6/4    0.000    0.000    0.004    0.001 axis.py:575(__get__)
        6    0.000    0.000    0.004    0.001 axis.py:1555(_get_tick)
        1    0.000    0.000    0.004    0.004 _secondary_axes.py:1(<module>)
      433    0.002    0.000    0.004    0.000 enum.py:249(__set_name__)
        1    0.000    0.000    0.004    0.004 skewed_stable_random_process.py:8(__init__)
        1    0.000    0.000    0.004    0.004 _ode.py:1(<module>)
   133/64    0.000    0.000    0.003    0.000 core.py:3880(copy)
        4    0.000    0.000    0.003    0.001 tempered_stable_random_variable.py:71(__init__)
    49519    0.003    0.000    0.003    0.000 contextlib.py:65(_recreate_cm)
      572    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1201(path_stats)
        1    0.000    0.000    0.003    0.003 heapq.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _codata.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cm.py:32(_gen_cmap_registry)
        4    0.000    0.000    0.003    0.001 backend_bases.py:1946(get_width_height)
        1    0.000    0.000    0.003    0.003 utils.py:1239(check_support_sve)
        1    0.000    0.000    0.003    0.003 uuid.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:506(run)
        4    0.000    0.000    0.003    0.001 transforms.py:327(max)
        1    0.000    0.000    0.003    0.003 subprocess.py:807(__init__)
        1    0.000    0.000    0.003    0.003 _numdiff.py:1(<module>)
     11/5    0.000    0.000    0.003    0.001 deprecation.py:289(wrapper)
        1    0.000    0.000    0.003    0.003 subprocess.py:1789(_execute_child)
        3    0.000    0.000    0.003    0.001 patches.py:2211(__init_subclass__)
   113/98    0.000    0.000    0.003    0.000 typing.py:487(__getitem__)
        6    0.000    0.000    0.003    0.001 patches.py:2253(pprint_styles)
        7    0.000    0.000    0.003    0.000 dataclasses.py:1255(wrap)
        8    0.000    0.000    0.003    0.000 axis.py:944(set_tick_params)
        7    0.000    0.000    0.003    0.000 dataclasses.py:921(_process_class)
        7    0.000    0.000    0.003    0.000 core.py:2810(__init__)
       13    0.000    0.000    0.003    0.000 rcsetup.py:401(validate_font_properties)
       10    0.000    0.000    0.003    0.000 _fontconfig_pattern.py:80(parse_fontconfig_pattern)
        1    0.000    0.000    0.003    0.003 stick_breaking_representation_factory.py:1(<module>)
       10    0.000    0.000    0.003    0.000 _base.py:233(__call__)
       30    0.000    0.000    0.003    0.000 pathlib.py:1082(glob)
     7317    0.003    0.000    0.003    0.000 {method 'expandtabs' of 'str' objects}
       98    0.000    0.000    0.003    0.000 typing.py:666(Union)
   306/12    0.001    0.000    0.003    0.000 core.py:809(_parseNoCache)
     1330    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        5    0.000    0.000    0.003    0.001 _base.py:2300(add_line)
     6878    0.002    0.000    0.003    0.000 enum.py:709(__call__)
    72/12    0.000    0.000    0.003    0.000 core.py:4034(parseImpl)
        1    0.000    0.000    0.003    0.003 _trustregion_dogleg.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _base.py:3157(grid)
        4    0.000    0.000    0.003    0.001 axis.py:1658(grid)
       28    0.000    0.000    0.003    0.000 lines.py:287(__init__)
       29    0.003    0.000    0.003    0.000 pathlib.py:200(_select_from)
        1    0.000    0.000    0.003    0.003 shape_base.py:731(array_split)
        5    0.000    0.000    0.003    0.001 _base.py:401(_plot_args)
        3    0.000    0.000    0.003    0.001 version.py:1(<module>)
 1776/243    0.000    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.003    0.000 axis.py:65(__init__)
        1    0.000    0.000    0.003    0.003 tempered_skewed_stable_random_process.py:1(<module>)
 1776/243    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      409    0.000    0.000    0.003    0.000 rcsetup.py:307(validate_color)
       11    0.000    0.000    0.003    0.000 util.py:251(_inner)
     1330    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:372(release)
      111    0.000    0.000    0.003    0.000 rcsetup.py:88(f)
        3    0.000    0.000    0.003    0.001 _common.py:1(<module>)
      676    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1584(_get_spec)
        2    0.002    0.001    0.003    0.001 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.003    0.003 _pocketfft.py:1(<module>)
        4    0.002    0.000    0.002    0.001 _codata.py:1503(parse_constants_2002to2014)
       24    0.001    0.000    0.002    0.000 util.py:186(_collapse_string_to_ranges)
        1    0.000    0.000    0.002    0.002 cbook.py:1(<module>)
        1    0.000    0.000    0.002    0.002 getlimits.py:162(_register_known_types)
       74    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
      475    0.000    0.000    0.002    0.000 colors.py:221(is_color_like)
     2674    0.001    0.000    0.002    0.000 cbook.py:405(_strip_comment)
     1144    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.002    0.002 _tricontour.py:1(<module>)
      532    0.001    0.000    0.002    0.000 enum.py:383(__setitem__)
      212    0.001    0.000    0.002    0.000 _compiler.py:509(_compile_info)
        1    0.000    0.000    0.002    0.002 sysconfig.py:734(get_config_var)
        3    0.000    0.000    0.002    0.001 exceptions.py:1(<module>)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:704(get_config_vars)
        1    0.000    0.000    0.002    0.002 sysconfig.py:639(_init_config_vars)
        6    0.002    0.000    0.002    0.000 getlimits.py:34(__init__)
      6/3    0.000    0.000    0.002    0.001 tempered_random_process_factory.py:7(create_tempered)
     7621    0.002    0.000    0.002    0.000 _parser.py:164(__getitem__)
        1    0.000    0.000    0.002    0.002 _afm.py:1(<module>)
      529    0.000    0.000    0.002    0.000 colors.py:268(to_rgba)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:1(<module>)
        1    0.002    0.002    0.002    0.002 radau.py:1(<module>)
      406    0.000    0.000    0.002    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.002    0.002 __init__.py:299(loads)
      143    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.002    0.002 decoder.py:332(decode)
      241    0.000    0.000    0.002    0.000 rcsetup.py:279(validate_color_for_prop_cycle)
        1    0.000    0.000    0.002    0.002 _array_like.py:1(<module>)
        1    0.001    0.001    0.002    0.002 decoder.py:343(raw_decode)
      278    0.000    0.000    0.002    0.000 overrides.py:83(verify_matching_signatures)
    15112    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      710    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
        5    0.000    0.000    0.002    0.000 _base.py:2328(_update_line_limits)
      186    0.000    0.000    0.002    0.000 artist.py:1176(_update_props)
        1    0.000    0.000    0.002    0.002 add_newdocs.py:1(<module>)
      356    0.001    0.000    0.002    0.000 inspect.py:798(_finddoc)
        1    0.000    0.000    0.002    0.002 case.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:662(cycler)
        1    0.000    0.000    0.002    0.002 lsq_linear.py:1(<module>)
     8691    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
      715    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:420(__exit__)
       37    0.002    0.000    0.002    0.000 function_base.py:24(linspace)
        1    0.000    0.000    0.002    0.002 decorator.py:1(<module>)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        3    0.000    0.000    0.002    0.001 axis.py:412(__init__)
        1    0.000    0.000    0.002    0.002 _constrained_layout.py:1(<module>)
       36    0.000    0.000    0.002    0.000 dataclasses.py:449(_create_fn)
       67    0.000    0.000    0.002    0.000 deprecation.py:128(deprecate)
      509    0.001    0.000    0.002    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.002    0.002 rk.py:1(<module>)
        2    0.000    0.000    0.002    0.001 axis.py:1108(set_clip_path)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
     1092    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1465(_path_importer_cache)
       22    0.000    0.000    0.002    0.000 ast.py:34(parse)
      676    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:801(spec_from_file_location)
        4    0.000    0.000    0.002    0.000 fromnumeric.py:2692(max)
      154    0.001    0.000    0.002    0.000 _compiler.py:241(_optimize_charset)
        1    0.000    0.000    0.002    0.002 result.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tempered_spectrally_negative_levy_random_process.py:1(<module>)
       32    0.000    0.000    0.002    0.000 colors.py:1036(from_list)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:1(<module>)
      175    0.000    0.000    0.002    0.000 fromnumeric.py:53(_wrapfunc)
     4868    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
     1330    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
    32317    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
       13    0.000    0.000    0.002    0.000 typing.py:2728(__new__)
     5791    0.001    0.000    0.002    0.000 _parser.py:254(get)
      551    0.001    0.000    0.002    0.000 typing.py:175(_type_check)
      160    0.000    0.000    0.002    0.000 artist.py:1212(_internal_update)
  269/169    0.000    0.000    0.002    0.000 core.py:1899(name)
        1    0.000    0.000    0.002    0.002 version.py:159(Version)
       53    0.000    0.000    0.002    0.000 util.py:284(<lambda>)
        5    0.000    0.000    0.002    0.000 legend_handler.py:103(legend_artist)
        3    0.000    0.000    0.002    0.001 axis.py:469(__init__)
       53    0.000    0.000    0.002    0.000 util.py:240(_make_synonym_function)
        1    0.000    0.000    0.002    0.002 _lbfgsb_py.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.002    0.002    0.002    0.002 _compat_pickle.py:1(<module>)
        5    0.000    0.000    0.002    0.000 legend_handler.py:285(create_artists)
 1291/423    0.001    0.000    0.002    0.000 _parser.py:174(getwidth)
      215    0.002    0.000    0.002    0.000 {built-in method numpy.asarray}
  214/116    0.000    0.000    0.002    0.000 core.py:1872(default_name)
        1    0.001    0.001    0.002    0.002 scimath.py:1(<module>)
       25    0.000    0.000    0.002    0.000 text.py:104(__init__)
        1    0.002    0.002    0.002    0.002 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.002    0.002 _quadpack_py.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _odepack_py.py:1(<module>)
       24    0.000    0.000    0.002    0.000 fromnumeric.py:40(_wrapit)
        7    0.000    0.000    0.002    0.000 enum.py:902(_convert_)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
       66    0.000    0.000    0.002    0.000 core.py:1410(__add__)
    11160    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
      172    0.001    0.000    0.002    0.000 colors.py:310(_to_rgba_no_colorcycle)
       24    0.000    0.000    0.002    0.000 artist.py:772(set_clip_path)
      604    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.002    0.002 relativedelta.py:1(<module>)
     1740    0.001    0.000    0.002    0.000 typing.py:1162(__setattr__)
     2288    0.001    0.000    0.002    0.000 __init__.py:741(__getitem__)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        4    0.000    0.000    0.002    0.000 transforms.py:1106(get_points)
       10    0.000    0.000    0.001    0.000 _base.py:532(<genexpr>)
      933    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.001    0.001 _pep440.py:285(Version)
        1    0.000    0.000    0.001    0.001 _nonlin.py:1(<module>)
        2    0.000    0.000    0.001    0.001 fromnumeric.py:537(swapaxes)
        5    0.000    0.000    0.001    0.000 _base.py:342(_makeline)
        1    0.000    0.000    0.001    0.001 core.py:394(ParserElement)
        2    0.001    0.001    0.001    0.001 {built-in method math.sqrt}
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
     4428    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1452(_path_hooks)
        1    0.000    0.000    0.001    0.001 _slsqp_py.py:1(<module>)
     1330    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
    45/12    0.000    0.000    0.001    0.000 typing.py:1241(__getitem__)
       13    0.000    0.000    0.001    0.000 typing.py:2709(_make_nmtuple)
       67    0.001    0.000    0.001    0.000 colors.py:1089(reversed)
        3    0.000    0.000    0.001    0.000 transforms.py:1782(transform)
      641    0.000    0.000    0.001    0.000 font_manager.py:928(_json_decode)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        3    0.000    0.000    0.001    0.000 transforms.py:1849(transform_affine)
       45    0.000    0.000    0.001    0.000 markers.py:225(__init__)
        1    0.000    0.000    0.001    0.001 _direct_py.py:1(<module>)
        3    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
      579    0.001    0.000    0.001    0.000 font_manager.py:1115(score_family)
        1    0.000    0.000    0.001    0.001 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trf_linear.py:1(<module>)
        1    0.000    0.000    0.001    0.001 axes3d.py:42(Axes3D)
      109    0.000    0.000    0.001    0.000 artist.py:147(<lambda>)
     5732    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
2662/2492    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        3    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.001    0.000 core.py:4989(parseImpl)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1517(_nonlin_wrapper)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:1(<module>)
      109    0.000    0.000    0.001    0.000 artist.py:1223(set)
